,image,label,scene,split
2022-10-12_solalinden_waldwege-0216_1665580632287141426,train/image-2022-10-12_solalinden_waldwege-0216_1665580632287141426.png,train/label-2022-10-12_solalinden_waldwege-0216_1665580632287141426.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0110_1665579696056283140,train/image-2022-10-12_solalinden_waldwege-0110_1665579696056283140.png,train/label-2022-10-12_solalinden_waldwege-0110_1665579696056283140.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0066_1665579340246758355,train/image-2022-10-12_solalinden_waldwege-0066_1665579340246758355.png,train/label-2022-10-12_solalinden_waldwege-0066_1665579340246758355.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0174_1665580259499664317,train/image-2022-10-12_solalinden_waldwege-0174_1665580259499664317.png,train/label-2022-10-12_solalinden_waldwege-0174_1665580259499664317.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0047_1665579232176566626,train/image-2022-10-12_solalinden_waldwege-0047_1665579232176566626.png,train/label-2022-10-12_solalinden_waldwege-0047_1665579232176566626.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0266_1665580935446690429,train/image-2022-10-12_solalinden_waldwege-0266_1665580935446690429.png,train/label-2022-10-12_solalinden_waldwege-0266_1665580935446690429.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0449_1665582411702151333,train/image-2022-10-12_solalinden_waldwege-0449_1665582411702151333.png,train/label-2022-10-12_solalinden_waldwege-0449_1665582411702151333.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0251_1665580857843863995,train/image-2022-10-12_solalinden_waldwege-0251_1665580857843863995.png,train/label-2022-10-12_solalinden_waldwege-0251_1665580857843863995.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0040_1665579157679869613,train/image-2022-10-12_solalinden_waldwege-0040_1665579157679869613.png,train/label-2022-10-12_solalinden_waldwege-0040_1665579157679869613.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0534_1665583232908200392,train/image-2022-10-12_solalinden_waldwege-0534_1665583232908200392.png,train/label-2022-10-12_solalinden_waldwege-0534_1665583232908200392.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0255_1665580868929413067,train/image-2022-10-12_solalinden_waldwege-0255_1665580868929413067.png,train/label-2022-10-12_solalinden_waldwege-0255_1665580868929413067.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0032_1665577735267422718,train/image-2022-10-12_solalinden_waldwege-0032_1665577735267422718.png,train/label-2022-10-12_solalinden_waldwege-0032_1665577735267422718.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0031_1665577716718842776,train/image-2022-10-12_solalinden_waldwege-0031_1665577716718842776.png,train/label-2022-10-12_solalinden_waldwege-0031_1665577716718842776.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0171_1665580249967438562,train/image-2022-10-12_solalinden_waldwege-0171_1665580249967438562.png,train/label-2022-10-12_solalinden_waldwege-0171_1665580249967438562.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0494_1665582990220344563,train/image-2022-10-12_solalinden_waldwege-0494_1665582990220344563.png,train/label-2022-10-12_solalinden_waldwege-0494_1665582990220344563.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0150_1665580128222753555,train/image-2022-10-12_solalinden_waldwege-0150_1665580128222753555.png,train/label-2022-10-12_solalinden_waldwege-0150_1665580128222753555.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0120_1665579931049383431,train/image-2022-10-12_solalinden_waldwege-0120_1665579931049383431.png,train/label-2022-10-12_solalinden_waldwege-0120_1665579931049383431.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0310_1665581282339717087,train/image-2022-10-12_solalinden_waldwege-0310_1665581282339717087.png,train/label-2022-10-12_solalinden_waldwege-0310_1665581282339717087.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0092_1665579496706648445,train/image-2022-10-12_solalinden_waldwege-0092_1665579496706648445.png,train/label-2022-10-12_solalinden_waldwege-0092_1665579496706648445.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0540_1665583690300785570,train/image-2022-10-12_solalinden_waldwege-0540_1665583690300785570.png,train/label-2022-10-12_solalinden_waldwege-0540_1665583690300785570.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0300_1665581210327735464,train/image-2022-10-12_solalinden_waldwege-0300_1665581210327735464.png,train/label-2022-10-12_solalinden_waldwege-0300_1665581210327735464.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0529_1665583219436524755,train/image-2022-10-12_solalinden_waldwege-0529_1665583219436524755.png,train/label-2022-10-12_solalinden_waldwege-0529_1665583219436524755.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0197_1665580462472478699,train/image-2022-10-12_solalinden_waldwege-0197_1665580462472478699.png,train/label-2022-10-12_solalinden_waldwege-0197_1665580462472478699.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0423_1665582166430480869,train/image-2022-10-12_solalinden_waldwege-0423_1665582166430480869.png,train/label-2022-10-12_solalinden_waldwege-0423_1665582166430480869.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0022_1665577559007854418,train/image-2022-10-12_solalinden_waldwege-0022_1665577559007854418.png,train/label-2022-10-12_solalinden_waldwege-0022_1665577559007854418.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0453_1665582454289741767,train/image-2022-10-12_solalinden_waldwege-0453_1665582454289741767.png,train/label-2022-10-12_solalinden_waldwege-0453_1665582454289741767.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0495_1665582993950593023,train/image-2022-10-12_solalinden_waldwege-0495_1665582993950593023.png,train/label-2022-10-12_solalinden_waldwege-0495_1665582993950593023.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0567_1665583881075479160,train/image-2022-10-12_solalinden_waldwege-0567_1665583881075479160.png,train/label-2022-10-12_solalinden_waldwege-0567_1665583881075479160.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0314_1665581292908546817,train/image-2022-10-12_solalinden_waldwege-0314_1665581292908546817.png,train/label-2022-10-12_solalinden_waldwege-0314_1665581292908546817.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0311_1665581285344388847,train/image-2022-10-12_solalinden_waldwege-0311_1665581285344388847.png,train/label-2022-10-12_solalinden_waldwege-0311_1665581285344388847.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0322_1665581343163227100,train/image-2022-10-12_solalinden_waldwege-0322_1665581343163227100.png,train/label-2022-10-12_solalinden_waldwege-0322_1665581343163227100.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0508_1665583130009390276,train/image-2022-10-12_solalinden_waldwege-0508_1665583130009390276.png,train/label-2022-10-12_solalinden_waldwege-0508_1665583130009390276.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0321_1665581319953149388,train/image-2022-10-12_solalinden_waldwege-0321_1665581319953149388.png,train/label-2022-10-12_solalinden_waldwege-0321_1665581319953149388.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0450_1665582420613610104,train/image-2022-10-12_solalinden_waldwege-0450_1665582420613610104.png,train/label-2022-10-12_solalinden_waldwege-0450_1665582420613610104.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0306_1665581262963907463,train/image-2022-10-12_solalinden_waldwege-0306_1665581262963907463.png,train/label-2022-10-12_solalinden_waldwege-0306_1665581262963907463.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0537_1665583674550196609,train/image-2022-10-12_solalinden_waldwege-0537_1665583674550196609.png,train/label-2022-10-12_solalinden_waldwege-0537_1665583674550196609.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0271_1665580953785841274,train/image-2022-10-12_solalinden_waldwege-0271_1665580953785841274.png,train/label-2022-10-12_solalinden_waldwege-0271_1665580953785841274.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0328_1665581382227242989,train/image-2022-10-12_solalinden_waldwege-0328_1665581382227242989.png,train/label-2022-10-12_solalinden_waldwege-0328_1665581382227242989.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0142_1665580059009801736,train/image-2022-10-12_solalinden_waldwege-0142_1665580059009801736.png,train/label-2022-10-12_solalinden_waldwege-0142_1665580059009801736.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0518_1665583175914591914,train/image-2022-10-12_solalinden_waldwege-0518_1665583175914591914.png,train/label-2022-10-12_solalinden_waldwege-0518_1665583175914591914.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0145_1665580081286121412,train/image-2022-10-12_solalinden_waldwege-0145_1665580081286121412.png,train/label-2022-10-12_solalinden_waldwege-0145_1665580081286121412.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0158_1665580169977735130,train/image-2022-10-12_solalinden_waldwege-0158_1665580169977735130.png,train/label-2022-10-12_solalinden_waldwege-0158_1665580169977735130.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0069_1665579356928529429,train/image-2022-10-12_solalinden_waldwege-0069_1665579356928529429.png,train/label-2022-10-12_solalinden_waldwege-0069_1665579356928529429.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0339_1665581433517369712,train/image-2022-10-12_solalinden_waldwege-0339_1665581433517369712.png,train/label-2022-10-12_solalinden_waldwege-0339_1665581433517369712.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0299_1665581207944576047,train/image-2022-10-12_solalinden_waldwege-0299_1665581207944576047.png,train/label-2022-10-12_solalinden_waldwege-0299_1665581207944576047.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0325_1665581355079159324,train/image-2022-10-12_solalinden_waldwege-0325_1665581355079159324.png,train/label-2022-10-12_solalinden_waldwege-0325_1665581355079159324.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0448_1665582399787692393,train/image-2022-10-12_solalinden_waldwege-0448_1665582399787692393.png,train/label-2022-10-12_solalinden_waldwege-0448_1665582399787692393.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0080_1665579420030951712,train/image-2022-10-12_solalinden_waldwege-0080_1665579420030951712.png,train/label-2022-10-12_solalinden_waldwege-0080_1665579420030951712.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0499_1665583072083772678,train/image-2022-10-12_solalinden_waldwege-0499_1665583072083772678.png,train/label-2022-10-12_solalinden_waldwege-0499_1665583072083772678.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0063_1665579312379083343,train/image-2022-10-12_solalinden_waldwege-0063_1665579312379083343.png,train/label-2022-10-12_solalinden_waldwege-0063_1665579312379083343.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0544_1665583714141343287,train/image-2022-10-12_solalinden_waldwege-0544_1665583714141343287.png,train/label-2022-10-12_solalinden_waldwege-0544_1665583714141343287.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0465_1665582522059696938,train/image-2022-10-12_solalinden_waldwege-0465_1665582522059696938.png,train/label-2022-10-12_solalinden_waldwege-0465_1665582522059696938.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0233_1665580751541066434,train/image-2022-10-12_solalinden_waldwege-0233_1665580751541066434.png,train/label-2022-10-12_solalinden_waldwege-0233_1665580751541066434.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0119_1665579784852404629,train/image-2022-10-12_solalinden_waldwege-0119_1665579784852404629.png,train/label-2022-10-12_solalinden_waldwege-0119_1665579784852404629.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0203_1665580517592717930,train/image-2022-10-12_solalinden_waldwege-0203_1665580517592717930.png,train/label-2022-10-12_solalinden_waldwege-0203_1665580517592717930.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0414_1665582102703369834,train/image-2022-10-12_solalinden_waldwege-0414_1665582102703369834.png,train/label-2022-10-12_solalinden_waldwege-0414_1665582102703369834.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0398_1665581928308840539,train/image-2022-10-12_solalinden_waldwege-0398_1665581928308840539.png,train/label-2022-10-12_solalinden_waldwege-0398_1665581928308840539.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0426_1665582201972530671,train/image-2022-10-12_solalinden_waldwege-0426_1665582201972530671.png,train/label-2022-10-12_solalinden_waldwege-0426_1665582201972530671.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0484_1665582890017100722,train/image-2022-10-12_solalinden_waldwege-0484_1665582890017100722.png,train/label-2022-10-12_solalinden_waldwege-0484_1665582890017100722.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0380_1665581593814323598,train/image-2022-10-12_solalinden_waldwege-0380_1665581593814323598.png,train/label-2022-10-12_solalinden_waldwege-0380_1665581593814323598.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0370_1665581574955896112,train/image-2022-10-12_solalinden_waldwege-0370_1665581574955896112.png,train/label-2022-10-12_solalinden_waldwege-0370_1665581574955896112.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0060_1665579303567471951,train/image-2022-10-12_solalinden_waldwege-0060_1665579303567471951.png,train/label-2022-10-12_solalinden_waldwege-0060_1665579303567471951.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0552_1665583788848690682,train/image-2022-10-12_solalinden_waldwege-0552_1665583788848690682.png,train/label-2022-10-12_solalinden_waldwege-0552_1665583788848690682.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0407_1665582035867781803,train/image-2022-10-12_solalinden_waldwege-0407_1665582035867781803.png,train/label-2022-10-12_solalinden_waldwege-0407_1665582035867781803.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0573_1665583920971653811,train/image-2022-10-12_solalinden_waldwege-0573_1665583920971653811.png,train/label-2022-10-12_solalinden_waldwege-0573_1665583920971653811.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0144_1665580078799656715,train/image-2022-10-12_solalinden_waldwege-0144_1665580078799656715.png,train/label-2022-10-12_solalinden_waldwege-0144_1665580078799656715.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0468_1665582528273307921,train/image-2022-10-12_solalinden_waldwege-0468_1665582528273307921.png,train/label-2022-10-12_solalinden_waldwege-0468_1665582528273307921.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0409_1665582091615692476,train/image-2022-10-12_solalinden_waldwege-0409_1665582091615692476.png,train/label-2022-10-12_solalinden_waldwege-0409_1665582091615692476.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0333_1665581403986532460,train/image-2022-10-12_solalinden_waldwege-0333_1665581403986532460.png,train/label-2022-10-12_solalinden_waldwege-0333_1665581403986532460.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0513_1665583151770268970,train/image-2022-10-12_solalinden_waldwege-0513_1665583151770268970.png,train/label-2022-10-12_solalinden_waldwege-0513_1665583151770268970.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0519_1665583179645791598,train/image-2022-10-12_solalinden_waldwege-0519_1665583179645791598.png,train/label-2022-10-12_solalinden_waldwege-0519_1665583179645791598.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0303_1665581254985971406,train/image-2022-10-12_solalinden_waldwege-0303_1665581254985971406.png,train/label-2022-10-12_solalinden_waldwege-0303_1665581254985971406.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0034_1665577774229475207,train/image-2022-10-12_solalinden_waldwege-0034_1665577774229475207.png,train/label-2022-10-12_solalinden_waldwege-0034_1665577774229475207.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0160_1665580181375171681,train/image-2022-10-12_solalinden_waldwege-0160_1665580181375171681.png,train/label-2022-10-12_solalinden_waldwege-0160_1665580181375171681.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0294_1665581169192895436,train/image-2022-10-12_solalinden_waldwege-0294_1665581169192895436.png,train/label-2022-10-12_solalinden_waldwege-0294_1665581169192895436.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0566_1665583875271955196,train/image-2022-10-12_solalinden_waldwege-0566_1665583875271955196.png,train/label-2022-10-12_solalinden_waldwege-0566_1665583875271955196.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0504_1665583098715063988,train/image-2022-10-12_solalinden_waldwege-0504_1665583098715063988.png,train/label-2022-10-12_solalinden_waldwege-0504_1665583098715063988.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0231_1665580727400296761,train/image-2022-10-12_solalinden_waldwege-0231_1665580727400296761.png,train/label-2022-10-12_solalinden_waldwege-0231_1665580727400296761.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0170_1665580246651092501,train/image-2022-10-12_solalinden_waldwege-0170_1665580246651092501.png,train/label-2022-10-12_solalinden_waldwege-0170_1665580246651092501.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0399_1665581951008258270,train/image-2022-10-12_solalinden_waldwege-0399_1665581951008258270.png,train/label-2022-10-12_solalinden_waldwege-0399_1665581951008258270.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0076_1665579398892824987,train/image-2022-10-12_solalinden_waldwege-0076_1665579398892824987.png,train/label-2022-10-12_solalinden_waldwege-0076_1665579398892824987.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0331_1665581393417448186,train/image-2022-10-12_solalinden_waldwege-0331_1665581393417448186.png,train/label-2022-10-12_solalinden_waldwege-0331_1665581393417448186.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0466_1665582524750100822,train/image-2022-10-12_solalinden_waldwege-0466_1665582524750100822.png,train/label-2022-10-12_solalinden_waldwege-0466_1665582524750100822.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0489_1665582960583821896,train/image-2022-10-12_solalinden_waldwege-0489_1665582960583821896.png,train/label-2022-10-12_solalinden_waldwege-0489_1665582960583821896.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0342_1665581450925441729,train/image-2022-10-12_solalinden_waldwege-0342_1665581450925441729.png,train/label-2022-10-12_solalinden_waldwege-0342_1665581450925441729.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0368_1665581567392102856,train/image-2022-10-12_solalinden_waldwege-0368_1665581567392102856.png,train/label-2022-10-12_solalinden_waldwege-0368_1665581567392102856.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0070_1665579359933615174,train/image-2022-10-12_solalinden_waldwege-0070_1665579359933615174.png,train/label-2022-10-12_solalinden_waldwege-0070_1665579359933615174.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0195_1665580436984864159,train/image-2022-10-12_solalinden_waldwege-0195_1665580436984864159.png,train/label-2022-10-12_solalinden_waldwege-0195_1665580436984864159.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0183_1665580324878623488,train/image-2022-10-12_solalinden_waldwege-0183_1665580324878623488.png,train/label-2022-10-12_solalinden_waldwege-0183_1665580324878623488.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0058_1665579275072377656,train/image-2022-10-12_solalinden_waldwege-0058_1665579275072377656.png,train/label-2022-10-12_solalinden_waldwege-0058_1665579275072377656.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0397_1665581923542298843,train/image-2022-10-12_solalinden_waldwege-0397_1665581923542298843.png,train/label-2022-10-12_solalinden_waldwege-0397_1665581923542298843.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0361_1665581536099958905,train/image-2022-10-12_solalinden_waldwege-0361_1665581536099958905.png,train/label-2022-10-12_solalinden_waldwege-0361_1665581536099958905.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0109_1665579688182196334,train/image-2022-10-12_solalinden_waldwege-0109_1665579688182196334.png,train/label-2022-10-12_solalinden_waldwege-0109_1665579688182196334.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0374_1665581583556796288,train/image-2022-10-12_solalinden_waldwege-0374_1665581583556796288.png,train/label-2022-10-12_solalinden_waldwege-0374_1665581583556796288.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0488_1665582953744959904,train/image-2022-10-12_solalinden_waldwege-0488_1665582953744959904.png,train/label-2022-10-12_solalinden_waldwege-0488_1665582953744959904.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0487_1665582937579904500,train/image-2022-10-12_solalinden_waldwege-0487_1665582937579904500.png,train/label-2022-10-12_solalinden_waldwege-0487_1665582937579904500.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0029_1665577654027689265,train/image-2022-10-12_solalinden_waldwege-0029_1665577654027689265.png,train/label-2022-10-12_solalinden_waldwege-0029_1665577654027689265.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0415_1665582108920558242,train/image-2022-10-12_solalinden_waldwege-0415_1665582108920558242.png,train/label-2022-10-12_solalinden_waldwege-0415_1665582108920558242.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0413_1665582102496341942,train/image-2022-10-12_solalinden_waldwege-0413_1665582102496341942.png,train/label-2022-10-12_solalinden_waldwege-0413_1665582102496341942.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0224_1665580683780988294,train/image-2022-10-12_solalinden_waldwege-0224_1665580683780988294.png,train/label-2022-10-12_solalinden_waldwege-0224_1665580683780988294.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0498_1665583057161823927,train/image-2022-10-12_solalinden_waldwege-0498_1665583057161823927.png,train/label-2022-10-12_solalinden_waldwege-0498_1665583057161823927.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0582_1665584002628701830,train/image-2022-10-12_solalinden_waldwege-0582_1665584002628701830.png,train/label-2022-10-12_solalinden_waldwege-0582_1665584002628701830.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0268_1665580942181380813,train/image-2022-10-12_solalinden_waldwege-0268_1665580942181380813.png,train/label-2022-10-12_solalinden_waldwege-0268_1665580942181380813.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0365_1665581552367760631,train/image-2022-10-12_solalinden_waldwege-0365_1665581552367760631.png,train/label-2022-10-12_solalinden_waldwege-0365_1665581552367760631.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0559_1665583832786771186,train/image-2022-10-12_solalinden_waldwege-0559_1665583832786771186.png,train/label-2022-10-12_solalinden_waldwege-0559_1665583832786771186.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0460_1665582489830562591,train/image-2022-10-12_solalinden_waldwege-0460_1665582489830562591.png,train/label-2022-10-12_solalinden_waldwege-0460_1665582489830562591.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0474_1665582554903816287,train/image-2022-10-12_solalinden_waldwege-0474_1665582554903816287.png,train/label-2022-10-12_solalinden_waldwege-0474_1665582554903816287.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0269_1665580947568809920,train/image-2022-10-12_solalinden_waldwege-0269_1665580947568809920.png,train/label-2022-10-12_solalinden_waldwege-0269_1665580947568809920.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0186_1665580349848799118,train/image-2022-10-12_solalinden_waldwege-0186_1665580349848799118.png,train/label-2022-10-12_solalinden_waldwege-0186_1665580349848799118.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0087_1665579467487189742,train/image-2022-10-12_solalinden_waldwege-0087_1665579467487189742.png,train/label-2022-10-12_solalinden_waldwege-0087_1665579467487189742.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0535_1665583297154574235,train/image-2022-10-12_solalinden_waldwege-0535_1665583297154574235.png,train/label-2022-10-12_solalinden_waldwege-0535_1665583297154574235.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0030_1665577689674125679,train/image-2022-10-12_solalinden_waldwege-0030_1665577689674125679.png,train/label-2022-10-12_solalinden_waldwege-0030_1665577689674125679.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0358_1665581527498833328,train/image-2022-10-12_solalinden_waldwege-0358_1665581527498833328.png,train/label-2022-10-12_solalinden_waldwege-0358_1665581527498833328.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0292_1665581133860345573,train/image-2022-10-12_solalinden_waldwege-0292_1665581133860345573.png,train/label-2022-10-12_solalinden_waldwege-0292_1665581133860345573.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0347_1665581473617929558,train/image-2022-10-12_solalinden_waldwege-0347_1665581473617929558.png,train/label-2022-10-12_solalinden_waldwege-0347_1665581473617929558.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0542_1665583704083330992,train/image-2022-10-12_solalinden_waldwege-0542_1665583704083330992.png,train/label-2022-10-12_solalinden_waldwege-0542_1665583704083330992.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0437_1665582289947445557,train/image-2022-10-12_solalinden_waldwege-0437_1665582289947445557.png,train/label-2022-10-12_solalinden_waldwege-0437_1665582289947445557.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0277_1665580992742780631,train/image-2022-10-12_solalinden_waldwege-0277_1665580992742780631.png,train/label-2022-10-12_solalinden_waldwege-0277_1665580992742780631.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0481_1665582794062420705,train/image-2022-10-12_solalinden_waldwege-0481_1665582794062420705.png,train/label-2022-10-12_solalinden_waldwege-0481_1665582794062420705.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0564_1665583868225711501,train/image-2022-10-12_solalinden_waldwege-0564_1665583868225711501.png,train/label-2022-10-12_solalinden_waldwege-0564_1665583868225711501.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0116_1665579743821703237,train/image-2022-10-12_solalinden_waldwege-0116_1665579743821703237.png,train/label-2022-10-12_solalinden_waldwege-0116_1665579743821703237.png,2022-10-12_solalinden_waldwege,train
